entry_word,synonyms
parë,"në këtë lëmë, ne  lusim përdoruesin  këtij Gjalori të na ndjejë atje ku kemi"
fëjyer,dhe të ndihmojë bashkë me ne në përmirësimin e tij Ne presim e mirëpresim
me,"gatishmëri të madhe vërejtje e sugjerime për përsosjen e mëtejshme të kësaj vepre,"
në,"radhë të parë për të mbushur gollet që kanë mietu, posaj edhe përtë përpikëkur"
më,prerë vijën e kufirit midis fjalëve të ndryshmë në lëmin e sinonimisë ejo më në
fund,edhe për të mënjanuar lajthitje që kanë vepra të kësaj natyre Duke i uruar
Fjalorit,"udhë të mbarë dhe përdorues, miq e dashamirë sa më të shumtë, pikërisht"
për,"hir të pasurimit, pastrimit dhe lëvrimit të gjuhës sonë amtare, duam PROTECTED12 lutemi"
lexuesve,"tanë për një gjë: në radhë të parë, ta përdorin këtë vepër për të përfituar sa"
më,"shumë S dyti, të na ndihmojnë pa kursim dhe me zemërgjerësi me vërejtje e"
sugjerime,teorike  me sa më shumë shembuj konkretë për ta përmirësuar  përsosur
më,"tej S treti, ne pa dyshim presim edhe kritika I kemi renditur kështu lutjet tona,"
me,qëllim që të mos i ndodhë ndonjë përdoruesi të Fjalorit si atij udhëtarit në
Greqinë,"e lashtë, i cili një ditë të nxehtë verë mrizoi mirë e mirë në hijen e një gorrice"
të,"madhe Pastaj, kur vapa kaloi e dita theu dhe ai po bëhej gati për udhë, nga flladi që"
nisi,"të frynte, një kokërr gorrice u këput dhëi ra mu në kokë Dhe ai nisi menjëherë të"
shante,e të mallkonte duke thënë: Kush dreqin i ka krijuar këto gorricat ()
ashih,"fillim, pikënisje, abëce: apo, ase, o, ëse:"
"në,","nëse, palë, a Au shih ja Ja"
oseOse:,shih ama: shih ah: shih ëhë
aba,shih shajak (ibar dhë)
abaci,shih kuvënd: manastir E
abak,shih numëratore T natës
abat,"shih kryemurg: shik peshkop, ipëshkëv"
abazhur,"dritëpritëse, Elob: Shih llambë"
abe,shih abece
abdikim,shih dorëheqje
abdikoj,jap dorëheqjën
abë,"krahin shih fantazmë, shih hijeshi"
parë,(hapat' e parë): njohuritë ë para
abis,shih humnerë
abisin,shih etiopas
abisinas,shih etiopas
abort,shih dështim Në
abortar,"shih dështimiore da, 1"
abrash,bis shih qukalosh: shih larmë Q: sh I
prapë,G: shih vrazhdë 6): shih këmbërrapë JI
abrashe,bis Shih gukë e
abrësh,shih Zi Gi)
absidë,shih kungë  i e
absolut,"përkryer (1), prerë d, padiskutueshëm"
"(1),","domosdoshëm (1): autokratik, HEanik,"
"despotik,",diktatorial '
absolutësi,frymë absolute së i
absolutisht,në mënyrë : absolutë: pac dishditimi
shih,plotësisht: shih detyrimisht
absolutizëm,"autokraci, sundim absglës"
absolutizoj,quaj të prerë (të psoesine k
vlerësoj,jashtë masë
abstenim,mospjesëmarrje (në votim) u
abstenoj,shih shman geni nuk marr pjesë ë (të
votim),me sr ha
abstenues,mospjesëinarrës (rë votim) e
ND,N va gë
32,5 DM ge SS 5
acari,shih acar: shih pastërti: shih: zemërim:
acarimë,shihacar
acaroj,"ndej, 'rëhdëj: nëvozdj, nevrikos:"
5),"abstragim abstraktim, abstraksion"
abstrakt,shih teorik i Ee
absurd,pakuptim () pakuptimtë d
-pakuptimshëm,"(1), pa kuptim, jashtë"
"mendjes,","jashtë: çdo logjike, palogjikë G"
absurditet,"shih pakupirësi, shih t marrëzi"
abuz,shih kullusmë
abuzim,shih shpërdorim
abuzoj,shih shpërdoroj: shih teproj
abuzues,shih shpërdorues e E
acar,"cingërimë, ngricë, ngrijë, thëllim,"
"akullirë,","akullimë, acarimë, acari, të ftohtë"
"fraq,","fërfëllizë, cingor, babaraqe, krahin"
madhe):,"shih acartë 6): pastër 6), kulluar"
"(1),","kthjellët GQ (ujë), akull, shumë i pastër"
shih,shkathët (1): shih pash shih ASHPR
Kë,i ag SE
shih,shtrëngësë: shih ashpërsi
cingërisje:,"shtrëngesë, tënsion: shih"
tëndosjes,"shih zemërim, gakërrim, i"
"ngacmoj,","tendos, tërhëq, thartoj, këqësoj,"
"rrefkëtoj,","'zemëroj, prek, ashpërsoj:"
shih,birësoj
acarohem,"Fig frishëm, ner vozohet op ë G e) sh ih birësuar G)"
"nevrikosem,","rrefkëtohem, prekem, t adresë drejtim"
"zetmërohem,","egërsohem, mbrijoherm, i d"
"shpien,","cakërrohem, shih rëndohemj shih P gjiri e ceshat"
turbullohem:,"shih (i) kërcënohet (dikujt), 1 çmendj figi idhujtari, hyjnizi Kult,"
ve,"TIT pëzmatohet, merr pezëm, malcohet, ) përgjërim, J'8- mi shik"
Jr,përkulje
"mahisët,","ashpërsohet, keqësohet, E për"
"përkeqësohet,","rëndohet: v ZH ftohet shumë: j adhuroj (fig ) hyjnizoj, përgjërohem, luaj"
dtë),"(pas dikujt, diçkaje) dalldi"
"(moti),",v: ZI shih plasaritet (lëkur 'a) (nga men IS
acartë,"(i, e) acar, akullt (1), mprehtë (1), me shkalloj, çmendem, (1) falem, 0 Përkulem"
"ngricë,","ngrirë (i), cingërimtë (i), shik (dikujt)"
vrazhdë,"(i), shih therës adhuruar Gi, e) hyjnizuar 6) (i IS) Adhuti s"
acaruar,"(i,e) nervoz, nevrikosur 6), tendosur (ig ), bis put (fig J- sa"
(ashpërsuar,"(1), mprehur 6), keqësuar 0), adhurues hyjnizues(fs) idhujtar Fe ) shi"
përkeqësuar,"(i), shqëtësuar (i), shumëi J ithtar Di thik du"
"nderë,","ndezur 6), cimbidhur 0, 'cimbisur t aerodrom shih aeroport"
G):,"pëzrhatuar (i), zemëruar (i), malcuar G), j aeroplan avion, fluturak"
thartuar,"(1), mahisur (1), Kingëriar 9 shih aeroport , BeHoAFOM, fushë Ae"
mbaruar,"(i) (për diçka) , k (aviacioni) tdote ia"
'acarueshmëri,pezmatueshmëri  I aerostat balonë:
acetik,uthullor
acid,thartor
acidoj,shih thartoj
AÇ,"krahin shih esëll,"
ashih,shkëlqim (ngj yra- ngj
afarist,"shih sipërmarrës,"
afat,"kohë, vjet vade, ko"
afçë,shih bën Be
açik,"shih hapur: G) ( ngjyrë Pë) shih pëcipë vë afendiko vjet,  shih Zbrëris shih pës"
Shih,"haptas  mendjëmadh - Të,"
adalët,vjet shih shumë: shih alamet Në K aferim vjet shih (të) lumtë DE
adaptim,"shih përshtatje ' I e t afetar pafe 1), ateist"
adaptoj,Shih përshtas: ndaptohëm shin afetari ateizëm i
përshtatem,  L-afetarizëm ateizëm  DE 2
adash,"njëcmërsh, njëcmërak, emnak e J afër pranë, ngjitur, afat S' , AfT Fa Zi buzë, rrëzë,"
aderoj,shik ze E an pelë
ks,"pas bythe: shih shpëjt, Shih afërsisht,  i"
Qa, drejtpërsëdrejti N E dteë
tar,"ti afërinë shih rrethinë,"
pa,afërisht  1 sisht
kë,"afërm (1) afërt 6), ngjatë (i hih tarel"
ar,"Ph i L ai sh gjindtë, familjarë në"
adminishator,shih përgjegjës kr vi DA I ni Ermendj jes Shih afërmendsh
administrim,"ei që terisje, E panë jë  L"
adët,nE S shih ZAKON
administrativ,shih shtetëror shi Zyt
administrues,"shih h përgjegjës, Ka Pr I"
Pdoptr,"shi Ni, i T  bamendas, gati, ti, gati gati, përafrisht, prob -"
